info,Samp_ID,samp_mg,Ntime_min,N_resp,N_wght_mg,N_wght_p,ele_N,NC_resp_r,Ctime_min,C_resp,C_wght_mg,C_wght_p,ele_C,CC_resp_r,,,,,
2019-ALLE-JG-007-08-DRY_8_10_2023 12_50_35 PM_029,2019-ALLE-JG-007-08-DRY,4.66,1.88,265.388,0.107,2.29,Nitrogen,0.023,2.951,11610.396,1.852,39.74,Carbon,1,,,,,
2019-ALLE-JG-007-08-DRY_8_10_2023 12_50_35 PM_029,2019-ALLE-JG-007-08-DRY,4.66,1.88,265.388,0.107,2.29,Nitrogen,0.023,2.951,11610.396,1.852,39.74,Carbon,1,,,,,
2019-ALLE-JG-007-18 DEAD_8_25_2023 2_17_12 PM_039,2019-ALLE-JG-007-18 DEAD,4.106,1.862,196.699,0.081,1.97,Nitrogen,0.019,2.973,10352.764,1.647,40.11,Carbon,1,,,,,
2019-ALLE-JG-007-4_GREEN_8_22_2023 3_19_22 PM_054,2019-ALLE-JG-007-4_GREEN,3.278,1.844,204.285,0.085,2.58,Nitrogen,0.026,2.982,7785.051,1.227,37.43,Carbon,1,,,,,
2019-ALLE-JH-007-18 DEAD_8_24_2023 6_47_04 PM_098,2019-ALLE-JH-007-18 DEAD,4.418,1.844,349.237,0.142,3.22,Nitrogen,0.032,2.938,10991.879,1.76,39.84,Carbon,1,,,,,
2019-ALLE-PLR-002-18_GREEN_8_22_2023 2_55_17 PM_050,2019-ALLE-PLR-002-18_GREEN,3.404,1.844,244.906,0.101,2.96,Nitrogen,0.03,2.978,8083.443,1.276,37.49,Carbon,1,,,,,
2019-ALLE-PLR2-002-01_GREEN_8_22_2023 5_19_43 PM_074,2019-ALLE-PLR2-002-01_GREEN,3.286,1.84,288.636,0.118,3.59,Nitrogen,0.035,2.973,8177.669,1.292,39.31,Carbon,1,,,,,
2019-ALLE-PLR2-002-01-DRY_8_15_2023 12_10_33 PM_020,2019-ALLE-PLR2-002-01-DRY,4.772,1.867,279.826,0.113,2.36,Nitrogen,0.023,2.938,11929.306,1.907,39.95,Carbon,1,,,,,
2019-ALLE-PLR2-002-18-DRY_8_11_2023 7_25_26 PM_090,2019-ALLE-PLR2-002-18-DRY,4.508,1.853,191.373,0.079,1.74,Nitrogen,0.019,2.938,10322.067,1.647,36.54,Carbon,1,,,,,
251-12-05_GREEN_8_24_2023 12_48_32 PM_039,251-12-05_GREEN,3.134,1.836,271.163,0.111,3.55,Nitrogen,0.035,2.973,7786.797,1.224,39.07,Carbon,1,,,,,
251-12-116_DRY(1)_8_24_2023 3_40_31 PM_067,251-12-116_DRY(1),4.361,1.831,195.562,0.081,1.86,Nitrogen,0.019,2.92,10503.715,1.677,38.46,Carbon,1,,,,,
251-12-116_GREEN_8_24_2023 2_22_17 PM_054,251-12-116_GREEN,3.021,1.831,267.259,0.11,3.63,Nitrogen,0.036,2.982,7464.596,1.172,38.78,Carbon,1,,,,,
251-12-20_GREEN_8_24_2023 3_22_28 PM_064,251-12-20_GREEN,3.138,1.827,309.929,0.127,4.04,Nitrogen,0.039,2.969,7867.023,1.238,39.44,Carbon,1,,,,,
251-12-26_GREEN_8_24_2023 2_46_21 PM_058,251-12-26_GREEN,3.433,1.831,304.596,0.125,3.63,Nitrogen,0.036,2.964,8537.376,1.348,39.27,Carbon,1,,,,,
251-12-32_GREEN_8_24_2023 2_04_14 PM_051,251-12-32_GREEN,3.078,1.831,293.787,0.12,3.91,Nitrogen,0.039,2.982,7616.045,1.196,38.87,Carbon,1,,,,,
251-12-37_GREEN_8_24_2023 2_10_15 PM_052,251-12-37_GREEN,3.048,1.827,304.449,0.124,4.08,Nitrogen,0.041,2.982,7494.169,1.176,38.6,Carbon,1,,,,,
251-12-59_GREEN_8_24_2023 2_40_20 PM_057,251-12-59_GREEN,3.375,1.831,301.694,0.123,3.66,Nitrogen,0.036,2.96,8308.498,1.31,38.83,Carbon,1,,,,,
251-12-64_GREEN_8_24_2023 1_24_38 PM_045,251-12-64_GREEN,3.471,1.836,272.933,0.112,3.22,Nitrogen,0.032,2.964,8537.774,1.348,38.85,Carbon,1,,,,,
251-12-65_GREEN_8_24_2023 2_34_19 PM_056,251-12-65_GREEN,3.466,1.827,337.256,0.138,3.97,Nitrogen,0.04,2.96,8517.373,1.345,38.8,Carbon,1,,,,,
251-12B-100_GREEN_8_24_2023 1_06_35 PM_042,251-12B-100_GREEN,3.138,1.836,276.536,0.113,3.61,Nitrogen,0.038,2.991,7360.278,1.155,36.79,Carbon,1,,,,,
251-12B-102_GREEN_8_24_2023 3_04_24 PM_061,251-12B-102_GREEN,3.337,1.831,316.433,0.129,3.87,Nitrogen,0.038,2.96,8268.591,1.304,39.07,Carbon,1,,,,,
251-12B-46_GREEN_8_24_2023 2_16_16 PM_053,251-12B-46_GREEN,3.118,1.831,248.994,0.102,3.28,Nitrogen,0.032,2.978,7833.299,1.232,39.52,Carbon,1,,,,,
251-12B-49_GREEN_8_24_2023 2_52_22 PM_059,251-12B-49_GREEN,3.242,1.822,302.123,0.124,3.81,Nitrogen,0.037,2.96,8078.973,1.273,39.25,Carbon,1,,,,,
251-12B-50_GREEN_8_24_2023 1_30_39 PM_046,251-12B-50_GREEN,3.402,1.831,374.228,0.152,4.48,Nitrogen,0.046,2.96,8223.121,1.296,38.1,Carbon,1,,,,,
251-12B-73_GREEN_8_24_2023 12_54_33 PM_040,251-12B-73_GREEN,3.156,1.831,297.339,0.122,3.85,Nitrogen,0.04,2.991,7498.487,1.177,37.3,Carbon,1,,,,,
251-12B-76_GREEN_8_24_2023 1_36_40 PM_047,251-12B-76_GREEN,3.079,1.836,296.046,0.121,3.93,Nitrogen,0.039,2.982,7533.308,1.183,38.42,Carbon,1,,,,,
251-12B-80_GREEN_8_24_2023 1_12_36 PM_043,251-12B-80_GREEN,3.118,1.836,282.524,0.116,3.71,Nitrogen,0.038,2.987,7496.639,1.177,37.75,Carbon,1,,,,,
251-12B-84_GREEN_8_24_2023 1_18_37 PM_044,251-12B-84_GREEN,3.191,1.84,257.776,0.106,3.32,Nitrogen,0.033,2.978,7919.938,1.246,39.06,Carbon,1,,,,,
251-12B-93_GREEN_8_24_2023 2_58_23 PM_060,251-12B-93_GREEN,3.111,1.827,318.908,0.13,4.19,Nitrogen,0.042,2.969,7678.279,1.207,38.79,Carbon,1,,,,,
251-14-12_GREEN_8_24_2023 3_10_25 PM_062,251-14-12_GREEN,3.06,1.836,243.864,0.1,3.28,Nitrogen,0.033,2.987,7501.479,1.178,38.49,Carbon,1,,,,,
251-14-31_GREEN_8_24_2023 1_58_13 PM_050,251-14-31_GREEN,3.392,1.831,296.809,0.121,3.58,Nitrogen,0.037,2.969,7945.462,1.251,36.87,Carbon,1,,,,,
251-14-42_GREEN_8_24_2023 1_00_34 PM_041,251-14-42_GREEN,3.077,1.831,248.296,0.102,3.32,Nitrogen,0.033,2.978,7544.887,1.185,38.51,Carbon,1,,,,,
251-14-44_GREEN_8_24_2023 2_28_18 PM_055,251-14-44_GREEN,3.276,1.827,323.786,0.132,4.03,Nitrogen,0.04,2.969,8019.694,1.263,38.55,Carbon,1,,,,,
251-29D-30_GREEN_8_24_2023 3_16_27 PM_063,251-29D-30_GREEN,3.33,1.831,311.937,0.127,3.83,Nitrogen,0.04,2.969,7869.968,1.238,37.18,Carbon,1,,,,,
A-FG-007-10_GREEN_8_24_2023 10_04_48 AM_014,A-FG-007-10_GREEN,3.084,1.844,271.157,0.111,3.61,Nitrogen,0.035,2.991,7785.255,1.224,39.7,Carbon,1,,,,,
A-JG-007-03_GREEN_8_24_2023 10_46_55 AM_021,A-JG-007-03_GREEN,3.455,1.84,219.837,0.091,2.63,Nitrogen,0.026,2.969,8385.952,1.323,38.3,Carbon,1,,,,,
A-JG-007-03-DRY_8_9_2023 3_06_06 PM_048,A-JG-007-03-DRY,4.34,1.88,235.471,0.095,2.19,Nitrogen,0.022,2.973,10861.878,1.718,39.59,Carbon,1,,,,,
A-JG-007-10-DRY_8_10_2023 4_45_44 PM_068,A-JG-007-10-DRY,4.399,1.871,267.83,0.108,2.45,Nitrogen,0.024,2.96,10980.715,1.745,39.66,Carbon,1,,,,,
A-JG-007-10-DRY_8_10_2023 4_45_44 PM_068,A-JG-007-10-DRY,4.399,1.871,267.83,0.108,2.45,Nitrogen,0.024,2.96,10980.715,1.745,39.66,Carbon,1,,,,,
A-PLR2-002-03-GREEN_8_17_2023 2_21_03 PM_038,A-PLR2-002-03-GREEN,3.162,1.858,289.505,0.117,3.71,Nitrogen,0.036,2.996,8092.38,1.268,40.09,Carbon,1,,,,,
A-PLR2-002-05-DRY_8_9_2023 3_00_05 PM_047,A-PLR2-002-05-DRY,4.786,1.876,262.92,0.106,2.21,Nitrogen,0.022,2.947,11970.452,1.907,39.84,Carbon,1,,,,,
A-PLR2-002-05-GREEN_8_17_2023 2_03_00 PM_035,A-PLR2-002-05-GREEN,3.465,1.849,318.175,0.129,3.71,Nitrogen,0.036,2.978,8845.928,1.392,40.16,Carbon,1,,,,,
A-PLR2-002-07-DRY_8_9_2023 2_41_53 PM_044,A-PLR2-002-07-DRY,4.052,1.876,238.215,0.096,2.37,Nitrogen,0.023,2.978,10281.297,1.62,39.99,Carbon,1,,,,,
A-PLR2-002-07-GREEN_8_17_2023 2_15_02 PM_037,A-PLR2-002-07-GREEN,3.153,1.853,299.419,0.121,3.84,Nitrogen,0.037,2.991,8072.624,1.265,40.11,Carbon,1,,,,,
A-PLR2-002-10-DRY_8_10_2023 12_02_27 PM_021,A-PLR2-002-10-DRY,4.817,1.88,293.756,0.118,2.45,Nitrogen,0.025,2.951,11890.176,1.9,39.43,Carbon,1,,,,,
A-PLR2-002-10-DRY_8_10_2023 12_02_27 PM_021,A-PLR2-002-10-DRY,4.817,1.88,293.756,0.118,2.45,Nitrogen,0.025,2.951,11890.176,1.9,39.43,Carbon,1,,,,,
A-PLR2-002-11-DRY_8_9_2023 2_47_54 PM_045,A-PLR2-002-11-DRY,4.723,1.871,262.342,0.106,2.24,Nitrogen,0.023,2.951,11629.86,1.848,39.14,Carbon,1,,,,,
A-PLR2-002-11-GREEN_8_17_2023 2_09_01 PM_036,A-PLR2-002-11-GREEN,3.314,1.853,294.229,0.119,3.6,Nitrogen,0.035,2.991,8323.075,1.306,39.4,Carbon,1,,,,,
A-PLR2-002-13_GREEN_8_24_2023 10_22_51 AM_017,A-PLR2-002-13_GREEN,3.082,1.836,229.301,0.095,3.07,Nitrogen,0.032,2.991,7233.227,1.134,36.79,Carbon,1,,,,,
A-PLR2-002-13-DRY_8_10_2023 12_08_27 PM_022,A-PLR2-002-13-DRY,4.114,1.876,223.074,0.09,2.19,Nitrogen,0.023,2.987,9684.95,1.527,37.11,Carbon,1,,,,,
A-PLR2-002-13-DRY_8_10_2023 12_08_27 PM_022,A-PLR2-002-13-DRY,4.114,1.876,223.074,0.09,2.19,Nitrogen,0.023,2.987,9684.95,1.527,37.11,Carbon,1,,,,,
A-PLR2-002-14_GREEN_8_24_2023 10_40_54 AM_020,A-PLR2-002-14_GREEN,3.041,1.84,244.477,0.101,3.31,Nitrogen,0.033,2.991,7491.136,1.176,38.67,Carbon,1,,,,,
A-PLR2-002-14-DRY_8_10_2023 12_20_29 PM_024,A-PLR2-002-14-DRY,4.964,1.884,266.578,0.107,2.16,Nitrogen,0.022,2.956,12014.045,1.921,38.7,Carbon,1,,,,,
A-PLR2-002-14-DRY_8_10_2023 12_20_29 PM_024,A-PLR2-002-14-DRY,4.964,1.884,266.578,0.107,2.16,Nitrogen,0.022,2.956,12014.045,1.921,38.7,Carbon,1,,,,,
ALLE-5G-007-12-DRY_8_11_2023 1_39_01 PM_033,ALLE-5G-007-12-DRY,4.335,1.858,314.959,0.127,2.94,Nitrogen,0.03,2.942,10551.733,1.686,38.89,Carbon,1,,,,,
ALLE-JG-007-12_GREEN_8_22_2023 2_49_16 PM_049,ALLE-JG-007-12_GREEN,3.465,1.836,308.266,0.126,3.63,Nitrogen,0.036,2.964,8520.714,1.348,38.91,Carbon,1,,,,,
ALLE-JH-0221-02 DEAD_8_25_2023 1_47_07 PM_034,ALLE-JH-0221-02 DEAD,4.528,1.858,267.131,0.109,2.4,Nitrogen,0.026,2.969,10251.792,1.63,36,Carbon,1,,,,,
ALLE-JH-0229-14 DEAD_8_25_2023 1_59_09 PM_036,ALLE-JH-0229-14 DEAD,4.475,1.867,328.94,0.133,2.97,Nitrogen,0.032,2.978,10311.101,1.64,36.65,Carbon,1,,,,,
ALLE-JH-0229-26_GREEN_8_22_2023 8_08_15 PM_102,ALLE-JH-0229-26_GREEN,3.373,1.836,275.164,0.113,3.34,Nitrogen,0.035,2.978,7887.128,1.244,36.87,Carbon,1,,,,,
ALLE-JH-0229-26-DRY_8_15_2023 11_58_31 AM_018,ALLE-JH-0229-26-DRY,4.239,1.876,212.007,0.086,2.03,Nitrogen,0.021,2.982,9948.027,1.571,37.06,Carbon,1,,,,,
ALLE-JH-0229-27_GREEN_8_22_2023 5_55_50 PM_080,ALLE-JH-0229-27_GREEN,3.483,1.84,253.501,0.104,2.99,Nitrogen,0.03,2.969,8347.069,1.32,37.89,Carbon,1,,,,,
ALLE-JH-0229-27-DRY_8_11_2023 6_55_21 PM_085,ALLE-JH-0229-27-DRY,4.729,1.853,177.537,0.073,1.55,Nitrogen,0.016,2.929,10940.71,1.752,37.05,Carbon,1,,,,,
ALLE-JH-0229-33_GREEN_8_23_2023 4_48_02 PM_077,ALLE-JH-0229-33_GREEN,,3.336,,1.836,319.343,0.13,,3.91,Nitrogen,0.038,2.969,8445.189,1.326,,39.75,,,
ALLE-JH-0229-33-DRY_8_10_2023 5_09_48 PM_072,ALLE-JH-0229-33-DRY,4.217,1.862,276.584,0.111,2.64,Nitrogen,0.026,2.96,10465.721,1.658,39.31,Carbon,1,,,,,
ALLE-JH-0229-33-DRY_8_10_2023 5_09_48 PM_072,ALLE-JH-0229-33-DRY,4.217,1.862,276.584,0.111,2.64,Nitrogen,0.026,2.96,10465.721,1.658,39.31,Carbon,1,,,,,
ALLE-JH-0229-37-DRY_8_10_2023 6_28_01 PM_085,ALLE-JH-0229-37-DRY,4.703,1.867,293.661,0.118,2.51,Nitrogen,0.027,2.951,11023.993,1.752,37.25,Carbon,1,,,,,
ALLE-JH-0229-37-DRY_8_10_2023 6_28_01 PM_085,ALLE-JH-0229-37-DRY,4.703,1.867,293.661,0.118,2.51,Nitrogen,0.027,2.951,11023.993,1.752,37.25,Carbon,1,,,,,
ALLE-JH-0229-37-GREEN_8_15_2023 4_17_16 PM_045,ALLE-JH-0229-37-GREEN,3.488,1.862,307.106,0.124,3.54,Nitrogen,0.036,3.004,8471.481,1.326,38.02,Carbon,1,,,,,
ALLE-PLR2-002-03-DRY_7_13_2023 1_29_01 PM_034,ALLE-PLR2-002-03-DRY,4.362,1.858,288.41,0.113,2.58,Nitrogen,0.026,2.969,11103.165,1.737,39.83,Carbon,1,,,,,
ALLE-PLR2-002-09-DRY_7_13_2023 1_10_58 PM_031,ALLE-PLR2-002-09-DRY,4.67,1.858,283.528,0.111,2.37,Nitrogen,0.026,2.978,10796.586,1.687,36.11,Carbon,1,,,,,
ALLE-PLR2-002-09-GREEN_8_17_2023 12_38_45 PM_021,ALLE-PLR2-002-09-GREEN,3.145,1.858,251.164,0.102,3.26,Nitrogen,0.034,3.022,7352.722,1.147,36.48,Carbon,1,,,,,
Apple leaf_7_13_2023 11_06_34 AM_013,Apple leaf,3.117,1.88,181.978,0.072,2.3,Nitrogen,0.019,3.027,9393.804,1.456,46.71,Carbon,1,,,,,
Apple leaf_7_13_2023 11_28_20 AM_014,Apple leaf,3.136,1.88,183.466,0.072,2.3,Nitrogen,0.019,3.027,9460.535,1.467,46.77,Carbon,1,,,,,
Apple leaf_7_13_2023 11_34_21 AM_015,Apple leaf,3.366,1.876,195.944,0.077,2.29,Nitrogen,0.019,3.018,10100.234,1.572,46.69,Carbon,1,,,,,
Apple leaf_7_13_2023 1_04_56 PM_030,Apple leaf,4.024,1.876,232.269,0.091,2.26,Nitrogen,0.019,2.987,11923.844,1.874,46.58,Carbon,1,,,,,
Apple leaf_7_13_2023 2_47_15 PM_047,Apple leaf,3.83,1.876,221.358,0.087,2.27,Nitrogen,0.019,2.991,11401.012,1.787,46.66,Carbon,1,,,,,
Apple leaf_7_13_2023 4_41_36 PM_066,Apple leaf,3.965,1.862,236.489,0.093,2.33,Nitrogen,0.02,2.982,11823.997,1.858,46.85,Carbon,1,,,,,
Apple leaf_7_13_2023 4_54_11 PM_067,Apple leaf,3.121,1.867,240.933,0.094,3.02,Nitrogen,0.025,3.018,9452.797,1.466,46.96,Carbon,1,,,,,
Apple leaf_7_14_2023 9_50_21 AM_011,Apple leaf,3.402,1.884,199.354,0.076,2.23,Nitrogen,0.019,3.027,10313.65,1.588,46.69,Carbon,1,,,,,
Apple leaf_7_14_2023 11_28_21 AM_027,Apple leaf,3.361,1.889,218.846,0.083,2.48,Nitrogen,0.022,3.027,10172.921,1.566,46.58,Carbon,1,,,,,
Apple leaf_7_14_2023 11_48_49 AM_028,Apple leaf,3.81,1.876,245.957,0.094,2.46,Nitrogen,0.021,3.004,11490.699,1.781,46.75,Carbon,1,,,,,
Apple leaf_8_9_2023 2_53_55 PM_046,Apple leaf,3.951,1.898,222.198,0.09,2.28,Nitrogen,0.019,2.978,11559.874,1.836,46.48,Carbon,1,,,,,
Apple leaf_8_10_2023 2_51_07 PM_049,Apple leaf,3.928,1.893,222.515,0.09,2.29,Nitrogen,0.019,2.973,11644.936,1.858,47.29,Carbon,1,,,,,
Apple leaf_8_10_2023 4_33_35 PM_066,Apple leaf,3.153,1.889,177.844,0.072,2.29,Nitrogen,0.019,3.009,9478.679,1.492,47.33,Carbon,1,,,,,
Apple leaf_8_10_2023 6_15_59 PM_083,Apple leaf,3.545,1.884,198.273,0.08,2.27,Nitrogen,0.019,2.982,10544.371,1.671,47.13,Carbon,1,,,,,
Apple leaf_8_10_2023 2_51_07 PM_049,Apple leaf,3.928,1.893,222.515,0.09,2.29,Nitrogen,0.019,2.973,11644.936,1.858,47.29,Carbon,1,,,,,
Apple leaf_8_10_2023 4_33_35 PM_066,Apple leaf,3.153,1.889,177.844,0.072,2.29,Nitrogen,0.019,3.009,9478.679,1.492,47.33,Carbon,1,,,,,
Apple leaf_8_10_2023 6_15_59 PM_083,Apple leaf,3.545,1.884,198.273,0.08,2.27,Nitrogen,0.019,2.982,10544.371,1.671,47.13,Carbon,1,,,,,
Apple leaf_8_11_2023 5_31_06 PM_071,Apple leaf,3.639,1.871,199.386,0.082,2.25,Nitrogen,0.019,2.964,10638.541,1.701,46.74,Carbon,1,,,,,
Apple leaf_8_11_2023 7_13_24 PM_088,Apple leaf,3.256,1.871,180.28,0.074,2.28,Nitrogen,0.019,2.978,9686.515,1.54,47.3,Carbon,1,,,,,
Apple leaf_8_15_2023 11_19_15 AM_013,Apple leaf,3.164,1.889,181.072,0.074,2.33,Nitrogen,0.019,3.004,9520.819,1.5,47.4,Carbon,1,,,,,
Apple leaf_8_15_2023 11_30_16 AM_014,Apple leaf,2.983,1.889,167.677,0.069,2.3,Nitrogen,0.019,3.013,9002.531,1.414,47.39,Carbon,1,,,,,
Apple leaf_8_15_2023 11_36_17 AM_015,Apple leaf,3.367,1.893,187.077,0.076,2.26,Nitrogen,0.019,3,10065.07,1.591,47.24,Carbon,1,,,,,
Apple leaf_8_15_2023 11_46_29 AM_016,Apple leaf,3.295,1.893,183.918,0.075,2.27,Nitrogen,0.019,3.004,9893.069,1.562,47.4,Carbon,1,,,,,
Apple leaf_8_15_2023 11_52_30 AM_017,Apple leaf,3.343,1.893,183.634,0.075,2.24,Nitrogen,0.018,3.004,9985.928,1.577,47.18,Carbon,1,,,,,
Apple leaf_8_15_2023 1_28_47 PM_033,Apple leaf,3.204,1.884,183.11,0.075,2.33,Nitrogen,0.019,3.004,9618.657,1.516,47.32,Carbon,1,,,,,
Apple leaf_8_15_2023 2_49_23 PM_035,Apple leaf,3.413,1.884,188.454,0.077,2.25,Nitrogen,0.019,3,10168.703,1.608,47.11,Carbon,1,,,,,
Apple leaf_8_17_2023 11_30_56 AM_012,Apple leaf,3.209,1.884,183.281,0.076,2.36,Nitrogen,0.019,3,9612.124,1.519,47.32,Carbon,1,,,,,
Apple leaf_8_17_2023 11_45_38 AM_013,Apple leaf,3.12,1.889,173.067,0.072,2.3,Nitrogen,0.019,3.009,9330.176,1.472,47.17,Carbon,1,,,,,
Apple leaf_8_17_2023 1_08_50 PM_026,Apple leaf,3.071,1.876,169.522,0.07,2.3,Nitrogen,0.018,3.004,9215.002,1.453,47.3,Carbon,1,,,,,
Apple leaf_8_17_2023 2_27_04 PM_039,Apple leaf,3.139,1.876,170.734,0.071,2.26,Nitrogen,0.018,3,9320.289,1.47,46.83,Carbon,1,,,,,
Apple leaf_8_17_2023 4_03_21 PM_055,Apple leaf,2.972,1.871,162.32,0.068,2.28,Nitrogen,0.018,3,8890.053,1.399,47.07,Carbon,1,,,,,
Apple leaf_8_24_2023 9_58_47 AM_013,Apple leaf,3.455,1.876,188.846,0.078,2.27,Nitrogen,0.018,2.978,10227.359,1.631,47.2,Carbon,1,,,,,
Apple leaf_8_24_2023 11_41_05 AM_030,Apple leaf,3.397,1.836,250.992,0.103,3.04,Nitrogen,0.029,2.96,8519.729,1.345,39.6,Carbon,1,,,,,
Apple leaf_8_24_2023 11_54_58 AM_031,Apple leaf,3.397,1.871,190.112,0.079,2.32,Nitrogen,0.019,2.978,10094.112,1.608,47.34,Carbon,1,,,,,
Apple leaf_8_24_2023 12_06_18 PM_032,Apple leaf,3.585,1.858,197.522,0.082,2.28,Nitrogen,0.019,2.964,10639.223,1.7,47.43,Carbon,1,,,,,
Apple leaf_8_24_2023 1_48_42 PM_049,Apple leaf,3.173,1.862,173.775,0.072,2.28,Nitrogen,0.018,2.987,9479.919,1.505,47.44,Carbon,1,,,,,
Apple leaf_8_24_2023 3_34_30 PM_066,Apple leaf,3.044,1.862,166.921,0.07,2.29,Nitrogen,0.018,2.987,9104.651,1.442,47.39,Carbon,1,,,,,
Apple leaves_8_9_2023 11_11_02 AM_013,Apple leaves,3.498,1.911,197.094,0.08,2.29,Nitrogen,0.019,3.009,10433.609,1.646,47.05,Carbon,1,,,,,
Apple leaves_8_9_2023 11_46_47 AM_015,Apple leaves,3.75,1.907,211.755,0.086,2.29,Nitrogen,0.019,3,11193.229,1.774,47.31,Carbon,1,,,,,
Apple leaves_8_9_2023 1_35_29 PM_033,Apple leaves,3.452,1.898,195.616,0.079,2.3,Nitrogen,0.019,3.009,10313.296,1.626,47.1,Carbon,1,,,,,
Apple leaves_8_10_2023 11_07_02 AM_013,Apple leaves,3.736,1.902,216.388,0.088,2.34,Nitrogen,0.019,2.991,11146.261,1.773,47.45,Carbon,1,,,,,
Apple leaves_8_10_2023 11_20_04 AM_014,Apple leaves,4.076,1.898,230.351,0.093,2.28,Nitrogen,0.019,2.969,12035.282,1.924,47.21,Carbon,1,,,,,
Apple leaves_8_10_2023 11_26_04 AM_015,Apple leaves,3.151,1.898,177.093,0.072,2.29,Nitrogen,0.019,3.018,9467.723,1.49,47.3,Carbon,1,,,,,
Apple leaves_8_10_2023 1_08_37 PM_032,Apple leaves,3.67,1.898,206.278,0.084,2.28,Nitrogen,0.019,2.991,10890.538,1.729,47.12,Carbon,1,,,,,
Apple leaves_8_10_2023 11_07_02 AM_013,Apple leaves,3.736,1.902,216.388,0.088,2.34,Nitrogen,0.019,2.991,11146.261,1.773,47.45,Carbon,1,,,,,
Apple leaves_8_10_2023 11_20_04 AM_014,Apple leaves,4.076,1.898,230.351,0.093,2.28,Nitrogen,0.019,2.969,12035.282,1.924,47.21,Carbon,1,,,,,
Apple leaves_8_10_2023 11_26_04 AM_015,Apple leaves,3.151,1.898,177.093,0.072,2.29,Nitrogen,0.019,3.018,9467.723,1.49,47.3,Carbon,1,,,,,
Apple leaves_8_10_2023 1_08_37 PM_032,Apple leaves,3.67,1.898,206.278,0.084,2.28,Nitrogen,0.019,2.991,10890.538,1.729,47.12,Carbon,1,,,,,
Apple leaves_8_11_2023 11_30_57 AM_013,Apple leaves,3.871,1.889,213.369,0.087,2.26,Nitrogen,0.019,2.964,11318.347,1.817,46.93,Carbon,1,,,,,
Apple leaves_8_11_2023 11_50_13 AM_015,Apple leaves,3.282,1.889,176.876,0.073,2.22,Nitrogen,0.018,2.991,9852.128,1.568,47.77,Carbon,1,,,,,
Apple leaves_8_11_2023 12_44_51 PM_024,Apple leaves,3.542,1.889,193.836,0.08,2.25,Nitrogen,0.019,2.987,10394.535,1.659,46.85,Carbon,1,,,,,
Apple leaves_8_11_2023 2_03_05 PM_037,Apple leaves,4.038,1.88,221.126,0.09,2.24,Nitrogen,0.019,2.951,11735.617,1.888,46.76,Carbon,1,,,,,
Apple leaves_8_11_2023 3_48_48 PM_054,Apple leaves,3.032,1.88,162.918,0.067,2.22,Nitrogen,0.018,3,8931.932,1.414,46.63,Carbon,1,,,,,
Apple leaves_8_22_2023 11_12_21 AM_013,Apple leaves,4.259,1.88,237.163,0.098,2.29,Nitrogen,0.019,2.942,12470.497,2.018,47.38,Carbon,1,,,,,
Apple leaves_8_22_2023 11_18_22 AM_014,Apple leaves,3.814,1.88,211.006,0.087,2.29,Nitrogen,0.019,2.96,11223.791,1.803,47.28,Carbon,1,,,,Carbon,1
Apple leaves_8_22_2023 1_00_40 PM_031,Apple leaves,3.563,1.876,190.946,0.079,2.22,Nitrogen,0.018,2.978,10452.144,1.672,46.93,Carbon,1,,,,Carbon,1
Apple leaves_8_22_2023 2_43_09 PM_048,Apple leaves,3.695,1.871,199.041,0.082,2.23,Nitrogen,0.018,2.973,10821.692,1.735,46.95,Carbon,1,,,,Carbon,1
Apple leaves_8_22_2023 4_25_33 PM_065,Apple leaves,3.286,1.871,177.74,0.074,2.25,Nitrogen,0.018,2.987,9669.092,1.54,46.87,Carbon,1,,,,Carbon,1
Apple leaves_8_22_2023 6_07_52 PM_082,Apple leaves,3.042,1.867,170.023,0.071,2.33,Nitrogen,0.019,2.982,9061.421,1.438,47.28,Carbon,1,,,,Carbon,1
Apple leaves_8_22_2023 7_50_11 PM_099,Apple leaves,3.308,1.862,180.179,0.075,2.27,Nitrogen,0.018,2.964,9787.256,1.56,47.16,Carbon,1,,,,Carbon,1
Apple leaves_8_23_2023 10_08_31 AM_013,Apple leaves,,3.827,,1.884,209.813,0.087,,2.28,Nitrogen,0.019,2.969,11259.612,1.798,,46.98,,Carbon,1
Apple leaves_8_23_2023 11_51_40 AM_030,Apple leaves,,3.442,,1.867,187.12,0.078,,2.27,Nitrogen,0.018,2.978,10222.453,1.622,,47.13,,Carbon,1
Apple leaves_8_23_2023 1_34_20 PM_047,Apple leaves,,3.503,,1.867,192.087,0.08,,2.29,Nitrogen,0.018,2.973,10391.906,1.651,,47.13,,Carbon,1
Apple leaves_8_23_2023 3_16_45 PM_064,Apple leaves,165-009B-44_GREEN,3.263,3.115,1.84,255.381,0.105,3.37,3.22,Nitrogen,0.033,2.996,7745.443,1.211,38.88,37.12,,Carbon,1
Apple leaves_8_23_2023 3_29_03 PM_065,Apple leaves,,3.263,,1.867,182.511,0.076,,2.34,Nitrogen,0.019,2.982,9637.72,1.524,,46.71,,Carbon,1
Apple leaves_8_23_2023 3_46_40 PM_067,Apple leaves,,3.433,,1.867,187.515,0.078,,2.28,Nitrogen,0.018,2.973,10152.4,1.611,,46.91,,Carbon,1
Apple leaves_8_23_2023 5_18_08 PM_082,Apple leaves,,3.513,,1.862,192.866,0.08,,2.29,Nitrogen,0.019,2.96,10349.523,1.644,,46.79,,Carbon,1
